gpa,absences,hours_studied,engagement_score,study_efficiency,target_encoded
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-7.314243119639512,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.528182733337544,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-7.628667274160299,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-5.1132740379940005,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-2.1262445700465205,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-1.9690324927861267,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.737798836351402,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-5.008465986487071,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-4.903657934980142,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,2.747329825025684,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,2.9045419022860774,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-7.157031042379118,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-9.200788046764236,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.685394810597938,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,2.275693593244503,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-1.811820415525733,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-1.3925882094980164,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,0.02232048584552668,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,1.2276130781752117,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,3.4809861855741877,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,2.6425217735187547,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-4.536829754705891,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-3.3839411881296697,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-7.2618390938860475,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.161354553063291,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-5.637314295528646,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-4.694041831966284,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-5.637314295528646,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,3.2713700825603294,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-0.23969964292179613,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,2.2232895674910385,-0.1732731462069909,2
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.685394810597938,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-5.846930398542504,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-5.951738450049433,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.37097065607715,-0.1732731462069909,1
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-6.475778707584079,-0.1732731462069909,0
-0.008059114969628038,0.02465350620332046,0.0031186314610471898,-7.995495454434551,-0.1732731462069909,0
